2530020,ITEM,Primary Chassis,,,,,ACTIVE,1180.00, USD , EA ,Pole Concrete 30' Round Class C Direct Buried,Primary Chassis - Pole Concrete 30' Round Class C Direct Buried,Mechanicals,http://lighttree.com/2530020
7903986,ITEM,Primary Chassis,,,,,ACTIVE,990.00, USD , EA ,Pole Concrete 25' Round Class C Base Mounted,Primary Chassis - Pole Concrete 25' Round Class C Base Mounted,Mechanicals,http://lighttree.com/7903986
8220072,ITEM,Primary Chassis,,,,,ACTIVE,1452.00, USD , EA ,Pole Concrete 40' Round Class C Direct Buried,Primary Chassis - Pole Concrete 40' Round Class C Direct Buried,Mechanicals,http://lighttree.com/8220072
83008200,ITEM,Primary Chassis,,,,,ACTIVE,2398.00, USD , EA ,"Light Pole, Aluminum, 40 Ft. M.H., 6 Ft. Mast Arm Each 17","Primary Chassis - Light Pole, Aluminum, 40 Ft. M.H., 6 Ft. Mast Arm Each 17",Mechanicals,http://lighttree.com/83008200
83008300,ITEM,Primary Chassis,,,,,ACTIVE,4592.00, USD , EA ,"Light Pole, Aluminum, 40 Ft. M.H., 8 Ft. Mast Arm Each 7","Primary Chassis - Light Pole, Aluminum, 40 Ft. M.H., 8 Ft. Mast Arm Each 7",Mechanicals,http://lighttree.com/83008300
83008400,ITEM,Primary Chassis,,,,,ACTIVE,5530.00, USD , EA ,"Light Pole, Aluminum, 40 Ft. M.H., 10 Ft. Mast Arm Each 37","Primary Chassis - Light Pole, Aluminum, 40 Ft. M.H., 10 Ft. Mast Arm Each 37",Mechanicals,http://lighttree.com/83008400
89820200,ITEM,Primary Chassis,,,,,ACTIVE,2349.00, USD , EA ,"Light Pole, Galvanized Steel, 50 Ft. M.H., 12 Ft. Mast Arm, Twin","Primary Chassis - Light Pole, Galvanized Steel, 50 Ft. M.H., 12 Ft. Mast Arm, Twin",Mechanicals,http://lighttree.com/89820200
83600200,ITEM,Primary Foundation,,,,,ACTIVE,1287.00, USD , EA ,"Light Pole Foundation, 24"" Diameter","Primary Foundation - Light Pole Foundation, 24"" Diameter",Mechanicals,http://lighttree.com/83600200
83600300,ITEM,Primary Foundation,,,,,INACTIVE,1456.00, USD , EA ,"Light Pole Foundation, 30"" Diameter","Primary Foundation - Light Pole Foundation, 30"" Diameter",Mechanicals,http://lighttree.com/83600300
9664145,ITEM,Secondary Chassis,,,,,ACTIVE,833.00, USD , EA ,Bracket Al Tapered 6' Reach,Secondary Chassis - Bracket Al Tapered 6' Reach,Mechanicals,http://lighttree.com/9664145
9664146,ITEM,Secondary Chassis,,,,,ACTIVE,1032.00, USD , EA ,Bracket Al Tapered 8' Reach,Secondary Chassis - Bracket Al Tapered 8' Reach,Mechanicals,http://lighttree.com/9664146
9664147,ITEM,Secondary Chassis,,,,,ACTIVE,976.00, USD , EA ,Bracket Al Tapered 7' Rise,Secondary Chassis - Bracket Al Tapered 7' Rise,Mechanicals,http://lighttree.com/9664147
shipmentIdentifier,shipmentType,shipFromLocation.locationIdentifier,shipToLocation.locationIdentifier,vendor.organizationIdentifier,buyer.organizationIdentifier,carrier.organizationIdentifier,status,dateCreated,requestedTimeOfArrival,committedTimeOfArrival,actualShipDate,estimatedTimeOfArrival,revisedEstimatedTimeOfArrival,predictedTimeOfArrival,actualTimeOfArrival,lineCount,weight,weightUnits,currentLocationCoordinates,currentRegion,transportMode,houseAirwayBill,parcelTrackingNumber,airwayMasterNumber,billOfLadingNumber,proNumber,manifest,exclude,sourceLink
3004555,OUTBOUND,LT-1,NYDOT - New Rochelle,LightTree,NYDOT,TranEx,,2021-07-09T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-20T00:00:00,,,2021-07-19T00:00:00,,,,,US-East,Truck,,1Z0264920233,,,,,,http://lighttree.com/3004555
3004554,OUTBOUND,LT-1,NYDOT - New Rochelle,LightTree,NYDOT,TranEx,,2021-07-09T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-20T00:00:00,,,2021-07-19T00:00:00,,,,,US-East,Truck,,1Z61566406245,,,,,,http://lighttree.com/3004554
3004553,OUTBOUND,LT-1,NYDOT - New Rochelle,LightTree,NYDOT,TranEx,,2021-07-01T00:00:00,2021-07-11T00:00:00,2021-07-11T00:00:00,2021-07-07T00:00:00,2021-07-11T00:00:00,,,2021-07-11T00:00:00,,,,,US-East,Truck,,1Z66916635689,,,,,,http://lighttree.com/3004553
3004552,OUTBOUND,LT-1,NYDOT - New Rochelle,LightTree,NYDOT,TranEx,,2021-07-01T00:00:00,2021-07-11T00:00:00,2021-07-11T00:00:00,2021-07-10T00:00:00,2021-07-11T00:00:00,,,2021-07-11T00:00:00,,,,,US-East,Truck,,1Z84855380152,,,,,,http://lighttree.com/3004552
3004549,OUTBOUND,LT-1,CALTRAN - San Diego,LightTree,CALTRAN,RPS,,2021-07-01T00:00:00,2021-07-11T00:00:00,2021-07-11T00:00:00,2021-07-03T00:00:00,2021-07-11T00:00:00,,,2021-07-11T00:00:00,,,,,US-West,Truck,,1Z40905045952,,,,,,http://lighttree.com/3004549
3004548,OUTBOUND,LT-1,CALTRAN - San Diego,LightTree,CALTRAN,RPS,,2021-07-01T00:00:00,2021-07-11T00:00:00,2021-07-11T00:00:00,2021-07-03T00:00:00,2021-07-11T00:00:00,,,2021-07-09T00:00:00,,,,,US-West,Truck,,1Z26727337844,,,,,,http://lighttree.com/3004548
3004547,OUTBOUND,LT-1,CALTRAN - San Diego,LightTree,CALTRAN,RPS,,2021-07-09T00:00:00,2021-07-19T00:00:00,2021-07-18T00:00:00,2021-07-11T00:00:00,2021-07-19T00:00:00,,2021-07-18T00:00:00,,,,,,US-West,Truck,,1Z58114235253,,,,,,http://lighttree.com/3004547
3004546,OUTBOUND,LT-1,CALTRAN - San Diego,LightTree,CALTRAN,RPS,,2021-07-09T00:00:00,2021-07-19T00:00:00,2021-07-20T00:00:00,2021-07-10T00:00:00,2021-07-20T00:00:00,,2021-07-21T00:00:00,,,,,,US-West,Truck,,1Z40789424977,,,,,,http://lighttree.com/3004546
3004543,OUTBOUND,LT-1,AHTD - Bentonville,LightTree,AHTD,RPS,,2021-07-05T00:00:00,2021-07-15T00:00:00,2021-07-16T00:00:00,2021-07-08T00:00:00,2021-07-15T00:00:00,,,2021-07-17T00:00:00,,,,,US-South,Truck,,1Z76584940478,,,,,,http://lighttree.com/3004543
3004542,OUTBOUND,LT-1,AHTD - Bentonville,LightTree,AHTD,RPS,,2021-07-05T00:00:00,2021-07-15T00:00:00,2021-07-15T00:00:00,2021-07-08T00:00:00,2021-07-15T00:00:00,,,2021-07-15T00:00:00,,,,,US-South,Truck,,1Z66136934522,,,,,,http://lighttree.com/3004542
3004540,OUTBOUND,LT-1,AHTD - Bentonville,LightTree,AHTD,RPS,,2021-06-27T00:00:00,2021-07-07T00:00:00,2021-07-09T00:00:00,2021-07-01T00:00:00,2021-07-07T00:00:00,,,2021-07-10T00:00:00,,,,,US-South,Truck,,1Z38985136344,,,,,,http://lighttree.com/3004540
3004539,OUTBOUND,LT-1,AHTD - Bentonville,LightTree,AHTD,RPS,,2021-06-27T00:00:00,2021-07-07T00:00:00,2021-07-07T00:00:00,2021-06-30T00:00:00,2021-07-07T00:00:00,,,2021-07-07T00:00:00,,,,,US-South,Truck,,1Z73051707146,,,,,,http://lighttree.com/3004539
EV9PPA,INBOUND,SilverOptics - Dover,LT-1,SilverOptics,LightTree,UXS,,2021-07-19T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,2021-07-22T00:00:00,2021-07-26T00:00:00,,,,,,,"34.460245, -84.922803",US-East,Common Carrier,,1Z13792687652,,,,,,http://lighttree.com/EV9PPA
O5A7NN,INBOUND,Ripley - Trenton,LT-1,Ripley,LightTree,AFX,,2021-07-19T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,2021-07-23T00:00:00,2021-07-26T00:00:00,,,,,,,"34.859939, -84.3905796",US-East,Common Carrier,,1Z89561993624,,,,,,http://lighttree.com/O5A7NN
MR4PUF,INBOUND,Amos - Philadelphia,LT-1,Amos,LightTree,NatEx,,2021-07-19T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,2021-07-22T00:00:00,2021-07-27T00:00:00,,,,,,,"34.592647, -84.8629452",US-East,Common Carrier,,1Z79609234312,,,,,,http://lighttree.com/MR4PUF
HKD3U5,INBOUND,Mueller - Pittsburgh,LT-1,Mueller,LightTree,Dunham,,2021-07-19T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,2021-07-22T00:00:00,2021-07-26T00:00:00,,,,,,,"34.654759, -85.6668964",US-East,Common Carrier,,1Z79679439255,,,,,,http://lighttree.com/HKD3U5
HKD3U6,INBOUND,Mueller - Pittsburgh,LT-1,Mueller,LightTree,Dunham,,2021-07-19T00:00:00,2021-07-26T00:00:00,2021-07-28T00:00:00,2021-07-24T00:00:00,2021-07-28T00:00:00,,,,,,,"36.922958, -83.3957094",US-West,Common Carrier,,1Z61566406245,,,,,,http://lighttree.com/HKD3U6
7BRMDR,INBOUND,Alumi-lux - Nashua,LT-1,Alumi-lux,LightTree,TransOceanic,,2021-07-19T00:00:00,2021-07-26T00:00:00,2021-07-27T00:00:00,2021-07-26T00:00:00,2021-07-28T00:00:00,,,,,,,"39.683797, -76.5792073",US-South,Common Carrier,,1Z66916635689,,,,,,http://lighttree.com/7BRMDR
6FA52G,INBOUND,Gemini - Dallas,LT-1,Gemini,LightTree,NatEx,,2021-07-19T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,2021-07-22T00:00:00,2021-07-26T00:00:00,,,,,,,"33.396661, -88.4682396",US-West,Common Carrier,,1Z84855380152,,,,,,http://lighttree.com/6FA52G
X5L4SC,INBOUND,Mueller - Pittsburgh,LT-1,Mueller,LightTree,Dunham,,2021-07-19T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,2021-07-22T00:00:00,2021-07-26T00:00:00,,,,,,,"34.654759, -85.6668964",US-South,Common Carrier,,1Z40905045952,,,,,,http://lighttree.com/X5L4SC
W7LKE4,INBOUND,LightLens - Ipswich ,LT-1,LightLens,LightTree,Dunham,,2021-07-19T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,2021-07-22T00:00:00,2021-07-26T00:00:00,,,,,,,"36.605642, -72.1376579",US-West,Common Carrier,,1Z26727337844,,,,,,http://lighttree.com/W7LKE4
XV1YVC,INBOUND,R&J - Vancouver,LT-1,R&J,LightTree,TransOceanic,,2021-07-19T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,2021-07-22T00:00:00,2021-07-27T00:00:00,,,,,,,"35.540359, -92.7534213",US-South,Common Carrier,,1Z97228647840,,,,,,http://lighttree.com/XV1YVC
KMEZ3K,INBOUND,EM - Hemphill,LT-1,EM,LightTree,UXS,,2021-07-19T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,,2021-07-26T00:00:00,,,,,,,,,Common Carrier,,1Z26727337844,,,,,,http://lighttree.com/KMEZ3K
JHP2S4,INBOUND,Interalloy - Bozeman,LT-1,Interalloy,LightTree,UXS,,2021-07-19T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,2021-07-24T00:00:00,2021-07-26T00:00:00,,,,,,,"36.55999, -92.8620482",US-East,Common Carrier,,1Z64431175920,,,,,,http://lighttree.com/JHP2S4
JHP2S5,INBOUND,Interalloy - Bozeman,LT-1,Interalloy,LightTree,UXS,,2021-07-19T00:00:00,2021-07-26T00:00:00,2021-07-28T00:00:00,2021-07-26T00:00:00,2021-07-28T00:00:00,,,,,,,"42.638648, -104.9811647",US-West,Common Carrier,,1Z17624205357,,,,,,http://lighttree.com/JHP2S5
JN6VI0,INBOUND,Interalloy - Bozeman,LT-1,Interalloy,LightTree,UXS,,2021-07-19T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,,2021-07-27T00:00:00,,,,,,,,,Common Carrier,,1Z64431175920,,,,,,http://lighttree.com/JN6VI0
RF5NOJ,INBOUND,Hardy - Salina,LT-1,Hardy,LightTree,TransOceanic,,2021-07-19T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,,2021-07-26T00:00:00,,,,,,,,,Common Carrier,,1Z17624205357,,,,,,http://lighttree.com/RF5NOJ
TRYYNK,INBOUND,Interalloy - Bozeman,LT-1,Interalloy,LightTree,UXS,,2021-07-19T00:00:00,2021-07-26T00:00:00,2021-07-25T00:00:00,2021-07-24T00:00:00,2021-07-25T00:00:00,,,,,,,"34.128526, -88.0144016",US-East,Common Carrier,,1Z58114235253,,,,,,http://lighttree.com/TRYYNK
A2Z873,INBOUND,Flexilux - Worcester,LT-1,Flexilux,LightTree,UXS,,2021-07-19T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,2021-07-23T00:00:00,2021-07-28T00:00:00,,,,,,,"35.269047, -83.8024506",US-East,Common Carrier,,1Z40789424977,,,,,,http://lighttree.com/A2Z873
YUJOYM,INBOUND,McGrey - Mt Sterling,LT-1,McGrey,LightTree,AFX,,2021-07-19T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,2021-07-22T00:00:00,2021-07-26T00:00:00,,,,,,,"34.27956, -86.3199604",US-East,Common Carrier,,1Z76584940478,,,,,,http://lighttree.com/YUJOYM
FHA3V,INBOUND,Brewers - Phoenix,LT-1,Brewers,LightTree,AFX,,2021-07-19T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,2021-07-22T00:00:00,2021-07-28T00:00:00,,,,,,,"33.508613, -91.0144145",US-West,Common Carrier,,1Z66136934522,,,,,,http://lighttree.com/FHA3V
8GZ81E,INBOUND,Total Source - Waukesha,LT-1,Total Source,LightTree,TransOceanic,,2021-07-19T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,2021-07-22T00:00:00,2021-07-26T00:00:00,,2021-07-23T00:00:00,,,,,"35.102859, -87.0411009",US-South,Common Carrier,,1Z38985136344,,,,,,http://lighttree.com/8GZ81E
LBM8RO,INBOUND,F & M - Columbus,LT-1,F & M,LightTree,NatEx,,2021-07-19T00:00:00,2021-07-26T00:00:00,2021-07-27T00:00:00,2021-07-22T00:00:00,2021-07-23T00:00:00,,2021-07-24T00:00:00,,,,,"35.360807, -85.7157197",US-East,Common Carrier,,1Z73051707146,,,,,,http://lighttree.com/LBM8RO
7GMW0P,INBOUND,SilverOptics - Dover,LT-1,SilverOptics,LightTree,UXS,,2021-07-12T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-18T00:00:00,,2021-07-19T00:00:00,2021-07-19T00:00:00,,,,,,Common Carrier,,1Z13792687652,,,,,,http://lighttree.com/7GMW0P
186MCN,INBOUND,Ripley - Trenton,LT-1,Ripley,LightTree,AFX,,2021-07-12T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,,2021-07-19T00:00:00,2021-07-20T00:00:00,,,,,,Common Carrier,,1Z89561993624,,,,,,http://lighttree.com/186MCN
QN3LWG,INBOUND,Alumi-lux - Nashua,LT-1,Alumi-lux,LightTree,TransOceanic,,2021-07-12T00:00:00,2021-07-19T00:00:00,2021-07-21T00:00:00,2021-07-17T00:00:00,2021-07-21T00:00:00,,2021-07-22T00:00:00,,,,,"34.445131, -85.2689976",US-East,Common Carrier,,1Z79609234312,,,,,,http://lighttree.com/QN3LWG
XWFGBJ,INBOUND,Amos - Philadelphia,LT-1,Amos,LightTree,NatEx,,2021-07-12T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,,2021-07-19T00:00:00,2021-07-19T00:00:00,,,,,,Common Carrier,,1Z79679439255,,,,,,http://lighttree.com/XWFGBJ
EEU2OZ,INBOUND,Gemini - Dallas,LT-1,Gemini,LightTree,NatEx,,2021-07-12T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,,2021-07-19T00:00:00,2021-07-19T00:00:00,,,,,,Common Carrier,,1Z61566406245,,,,,,http://lighttree.com/EEU2OZ
69KATE,INBOUND,Mueller - Pittsburgh,LT-1,Mueller,LightTree,Dunham,,2021-07-12T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,,2021-07-19T00:00:00,2021-07-19T00:00:00,,,,,,Common Carrier,,1Z66916635689,,,,,,http://lighttree.com/69KATE
NTIP9U,INBOUND,LightLens - Ipswich ,LT-1,LightLens,LightTree,Dunham,,2021-07-12T00:00:00,2021-07-19T00:00:00,2021-07-25T00:00:00,2021-07-15T00:00:00,2021-07-25T00:00:00,,2021-07-25T00:00:00,,,,,"34.446155, -82.4030403",US-East,Common Carrier,,1Z84855380152,,,,,,http://lighttree.com/NTIP9U
U9REQF,INBOUND,SA - Loretto,LT-1,SA,LightTree,TransOceanic,,2021-07-12T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-16T00:00:00,2021-07-19T00:00:00,,2021-07-19T00:00:00,2021-07-19T00:00:00,,,,,,Common Carrier,,1Z40905045952,,,,,,http://lighttree.com/U9REQF
O1CA0D,INBOUND,RLP - Troy,LT-1,RLP,LightTree,UXS,,2021-07-12T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,,2021-07-19T00:00:00,2021-07-19T00:00:00,,,,,,Common Carrier,,1Z26727337844,,,,,,http://lighttree.com/O1CA0D
ZYY47F,INBOUND,EM - Hemphill,LT-1,EM,LightTree,UXS,,2021-07-12T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,,2021-07-19T00:00:00,2021-07-19T00:00:00,,,,,,Common Carrier,,1Z97228647840,,,,,,http://lighttree.com/ZYY47F
GNHM3F,INBOUND,Interalloy - Bozeman,LT-1,Interalloy,LightTree,UXS,,2021-07-12T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,,2021-07-19T00:00:00,2021-07-19T00:00:00,,,,,,Common Carrier,,1Z13792687652,,,,,,http://lighttree.com/GNHM3F
00NYVK,INBOUND,Interalloy - Bozeman,LT-1,Interalloy,LightTree,UXS,,2021-07-12T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,,2021-07-19T00:00:00,2021-07-19T00:00:00,,,,,,Common Carrier,,1Z89561993624,,,,,,http://lighttree.com/00NYVK
FJMDL6,INBOUND,Hardy - Salina,LT-1,Hardy,LightTree,TransOceanic,,2021-07-12T00:00:00,2021-07-19T00:00:00,2021-07-20T00:00:00,2021-07-16T00:00:00,2021-07-20T00:00:00,,2021-07-19T00:00:00,,,,,"34.052622, -87.8833833",US-East,Common Carrier,,1Z79609234312,,,,,,http://lighttree.com/FJMDL6
Y05B3G,INBOUND,Interalloy - Bozeman,LT-1,Interalloy,LightTree,UXS,,2021-07-12T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,,2021-07-19T00:00:00,2021-07-21T00:00:00,,,,,,Common Carrier,,1Z79679439255,,,,,,http://lighttree.com/Y05B3G
I6WQ1J,INBOUND,Flexilux - Worcester,LT-1,Flexilux,LightTree,UXS,,2021-07-12T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,,2021-07-19T00:00:00,2021-07-19T00:00:00,,,,,,Common Carrier,,1Z61566406245,,,,,,http://lighttree.com/I6WQ1J
I6WQ1K,INBOUND,Flexilux - Worcester,LT-1,Flexilux,LightTree,UXS,,2021-07-12T00:00:00,2021-07-19T00:00:00,2021-07-21T00:00:00,2021-07-17T00:00:00,2021-07-21T00:00:00,,,2021-07-21T00:00:00,,,,,,Common Carrier,,1Z66916635689,,,,,,http://lighttree.com/I6WQ1K
ANQWZY,INBOUND,McGrey - Mt Sterling,LT-1,McGrey,LightTree,AFX,,2021-07-12T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,,,2021-07-19T00:00:00,,,,,,Common Carrier,,1Z84855380152,,,,,,http://lighttree.com/ANQWZY
F8K3XF,INBOUND,Brewers - Phoenix,LT-1,Brewers,LightTree,AFX,,2021-07-12T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,,,2021-07-19T00:00:00,,,,,,Common Carrier,,1Z40905045952,,,,,,http://lighttree.com/F8K3XF
WHS04B,INBOUND,Total Source - Waukesha,LT-1,Total Source,LightTree,TransOceanic,,2021-07-12T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,,,2021-07-19T00:00:00,,,,,,Common Carrier,,1Z26727337844,,,,,,http://lighttree.com/WHS04B
CXI2CP,INBOUND,F & M - Columbus,LT-1,F & M,LightTree,NatEx,,2021-07-12T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,,,2021-07-18T00:00:00,,,,,,Common Carrier,,1Z97228647840,,,,,,http://lighttree.com/CXI2CP
ZT4OZ6,INBOUND,SilverOptics - Dover,LT-1,SilverOptics,LightTree,UXS,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z40905045952,,,,,,http://lighttree.com/ZT4OZ6
WUO0O7,INBOUND,Ripley - Trenton,LT-1,Ripley,LightTree,AFX,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z26727337844,,,,,,http://lighttree.com/WUO0O7
Z7XX5W,INBOUND,Alumi-lux - Nashua,LT-1,Alumi-lux,LightTree,TransOceanic,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-25T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z97228647840,,,,,,http://lighttree.com/Z7XX5W
TRDKRG,INBOUND,Amos - Philadelphia,LT-1,Amos,LightTree,NatEx,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-29T00:00:00,2021-06-25T00:00:00,2021-06-29T00:00:00,,,2021-06-29T00:00:00,,,,,,Common Carrier,,1Z26727337844,,,,,,http://lighttree.com/TRDKRG
DW5V57,INBOUND,Gemini - Dallas,LT-1,Gemini,LightTree,NatEx,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z64431175920,,,,,,http://lighttree.com/DW5V57
TSKNHT,INBOUND,Mueller - Pittsburgh,LT-1,Mueller,LightTree,Dunham,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-26T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z17624205357,,,,,,http://lighttree.com/TSKNHT
2I8M66,INBOUND,LightLens - Ipswich ,LT-1,LightLens,LightTree,Dunham,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-07-03T00:00:00,2021-06-29T00:00:00,2021-07-03T00:00:00,,,2021-07-03T00:00:00,,,,,,Common Carrier,,1Z64431175920,,,,,,http://lighttree.com/2I8M66
QMQXK8,INBOUND,SA - Loretto,LT-1,SA,LightTree,TransOceanic,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z17624205357,,,,,,http://lighttree.com/QMQXK8
GLABQ9,INBOUND,RLP - Troy,LT-1,RLP,LightTree,UXS,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z58114235253,,,,,,http://lighttree.com/GLABQ9
FEH4YT,INBOUND,EM - Hemphill,LT-1,EM,LightTree,UXS,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z40789424977,,,,,,http://lighttree.com/FEH4YT
A1DL1G,INBOUND,Interalloy - Bozeman,LT-1,Interalloy,LightTree,UXS,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z76584940478,,,,,,http://lighttree.com/A1DL1G
